Date,Start Time,Event ID,Sport,League,Market,Derivative,Event/Match,Bet,Odds,Stake,Bookmaker,Payout,Closing Line,CLV%,Profit/Loss,Notes/Comments,Bet ID#,Result
2025-03-11,20:33,1bc906c042d55f6a64e223c39e53b11a,Basketball,NBA,spreads,No,Milwaukee Bucks vs Indiana Pacers,Milwaukee Bucks -2.5,-103,1,Pinnacle,0.97,,,-1.00,,2062197816,Loss
2025-03-11,20:10,606666b7853a65ce3194642367939f56,Basketball,NBA,spreads,No,Washington Wizards vs Detroit Pistons,Washington Wizards +15.0,-107,1,Pinnacle,0.93,,,-1.00,,2062197793,Loss
2025-03-11,20:10,8dc3d32bfed44beeb0999dabf1dfcb19,Basketball,NBA,spreads,No,Brooklyn Nets vs Cleveland Cavaliers,Brooklyn Nets +17.0,-112,1,Pinnacle,0.89,,,0.89,,2062197735,Win
2025-03-11,20:33,1bc906c042d55f6a64e223c39e53b11a,Basketball,NBA,h2h,No,Milwaukee Bucks vs Indiana Pacers,Indiana Pacers,-100,2,Pinnacle,2,,,2.00,,2062259637,Win
2025-03-11,20:10,8dc3d32bfed44beeb0999dabf1dfcb19,Basketball,NBA,totals,No,Brooklyn Nets vs Cleveland Cavaliers,Over 226,-102,2,Pinnacle,1.96,,,-2.00,,2062259631,Loss
2025-03-12,20:40,f45ee8416b2481dfa80fefed8cfe9209,Basketball,NBA,h2h_q2,Yes,Oklahoma City Thunder vs Boston Celtics,Boston Celtics,-111,300,Pinnacle,270.27,,,0,,2062411226,Refund
2025-03-12,21:10,038c616868d911a2f240fe962525f358,Basketball,NBA,spreads,No,Los Angeles Clippers vs Miami Heat,Los Angeles Clippers +2.5,-104,400,Pinnacle,384.62,,,384.62,,2062385677,Win
2025-03-12,21:10,344791159861305700e36a296b7c896d,Basketball,NBA,spreads,No,Dallas Mavericks vs San Antonio Spurs,Dallas Mavericks +6.0,101,400,Pinnacle,404,,,-400.00,,2062383611,Loss
2025-03-12,21:30,Unknown,Basketball,NCAA,totals,No,Florida A&M vs Jackson State,Over 139.5,-103,735,Pinnacle,713.59,,,713.59,,2062378522,Win
2025-03-12,23:10,dc399db066bc2ec020a37470a60f619f,Basketball,NBA,totals_h1,Yes,New York Knicks vs Portland Trail Blazers,Over 116.5,-100,400,Pinnacle,400,,,-400.00,,2062507338,Loss
2025-03-12,13:00,,Basketball,NCAA,totals_h1,Yes,Virginia vs Georgia Tech,Under 59.5,113,600,Pinnacle,678,,,678.00,,2062418742,Win
2025-03-13,20:10,4ea18c33e9a44a01c3b7c15506a112db,Basketball,NBA,player_points_rebounds_assists,No,Washington Wizards vs Detroit Pistons,Kyshawn George Under 16.5 Points+Rebs+Assists,108,400,Pinnacle,432,,,432.00,,2062635987,Win
2025-03-13,13:30,908804cb945c5fdb463ac9e1016edf1c,Basketball,NCAA,spreads,No,Iowa State vs BYU,Iowa State -4.0,112,500,Pinnacle,560,,,-500.00,,2062629563,Loss
2025-03-13,21:10,fdb9f4f4cec401553d95dcbd98cf2381,Basketball,NBA,totals,No,Brooklyn Nets vs Chicago Bulls,Under 229.5,-107,2,Pinnacle,1.87,,,1.87,,2062657096,Win
2025-03-13,21:10,50eb71aa891ec74cc411a85e598fda7b,Basketball,NBA,h2h,No,Orlando Magic vs New Orleans Pelicans,New Orleans Pelicans,126,2,Pinnacle,2.52,,,-2.00,,2062657085,Loss
2025-03-13,20:10,4ea18c33e9a44a01c3b7c15506a112db,Basketball,NBA,spreads,No,Washington Wizards vs Detroit Pistons,Washington Wizards +13.5,-106,2,Pinnacle,1.89,,,1.89,,2062657072,Win
2025-03-14,0:30,ba73cafb338b47df0dcd10d983ec6fc3,Basketball,NCAA,totals,No,UNLV vs Utah State,Under 141,-107,2,Pinnacle,1.87,,,1.87,,2062704662,Win
2025-03-14,0:30,573b1527ae730238853c8a165d20ea05,Basketball,NCAA,h2h,No,Tarleton State vs California Baptist,California Baptist,-256,2,Pinnacle,0.78,,,0.78,,2062704652,Win
2025-03-14,0:30,Unknown,Basketball,NCAA,spreads,No,Cal Poly SLO vs Cal Riverside,Cal Poly SLO +4.5,-110,2,Pinnacle,1.82,,,1.82,,2062704637,Win
2025-03-13,21:10,fdb9f4f4cec401553d95dcbd98cf2381,Basketball,NBA,team_totals,No,Brooklyn Nets vs Chicago Bulls,Brooklyn Nets - Over 114.5,105,400,Pinnacle,420,,,-400.00,,2062683010,Loss
2025-03-13,21:10,fdb9f4f4cec401553d95dcbd98cf2381,Basketball,NBA,h2h_q1,Yes,Brooklyn Nets vs Chicago Bulls,Brooklyn Nets,112,300,Pinnacle,336,,,-300.00,,2062682968,Loss
2025-03-13,15:00,Unknown,Basketball,NCAA,totals_h1,Yes,Davidson vs Saint Louis,Under 65,106,500,Pinnacle,530,,,-500.00,,2062712932,Loss
2025-03-13,21:10,fdb9f4f4cec401553d95dcbd98cf2381,Basketball,NBA,h2h_q1,Yes,Brooklyn Nets vs Chicago Bulls,Brooklyn Nets,107,250,Pinnacle,267.5,,,-250.00,,2062727415,Loss
2025-03-13,20:10,,Basketball,NBA,spreads,Yes,LiveWashington Wizards vs Detroit Pistons,Detroit Pistons -3.5,107,300,Pinnacle,321,,,321.00,,2062807346,Win
2025-03-13,20:07,,Unknown Sport,NHL,team_totals,Yes,LiveBoston Bruins vs Ottawa Senators,Boston Bruins - Over 2.5,118,300,Pinnacle,354,,,354.00,,2062807629,Win
2025-03-14,22:40,4f92c61261c284693d37091c24cf85d8,Basketball,NBA,totals_q2,Yes,Toronto Raptors vs Utah Jazz,Under 57.5,-108,388,Pinnacle,359.26,,,359.26,,2063017500,Win
2025-03-14,20:10,dfc48d1713eb691d72b67328716f7ced,Basketball,NBA,totals_h1,Yes,Indiana Pacers vs Philadelphia 76ers,Under 112.5,110,500,Pinnacle,550,,,550.00,,2063000152,Win
2025-03-14,20:10,dfc48d1713eb691d72b67328716f7ced,Basketball,NBA,totals_q2,Yes,Indiana Pacers vs Philadelphia 76ers,Under 56.5,-102,366,Pinnacle,358.82,,,358.82,,2063000042,Win
2025-03-14,22:40,e1979d16367276f88c7c770af9087bfd,Basketball,NBA,spreads,No,Los Angeles Lakers vs Denver Nuggets,Los Angeles Lakers +14.0,-105,1000,Pinnacle,952.38,,,952.38,,2062980476,Win
2025-03-14,20:10,7778dd3c609c10110e9b4aadd6753abf,Basketball,NBA,spreads_q1,Yes,Boston Celtics vs Miami Heat,Miami Heat +2.0,110,200,Pinnacle,220,,,-200.00,,2062966408,Loss
2025-03-14,22:40,e1979d16367276f88c7c770af9087bfd,Basketball,NBA,player_points_rebounds_assists,No,Los Angeles Lakers vs Denver Nuggets,Nikola Jokic Under 51.5 Points+Rebs+Assists,-107,400,Pinnacle,373.83,,,373.83,,2062957451,Win
2025-03-14,19:30,55f92e526c515df81f6f4f9a290c6796,Basketball,NCAA,totals,No,Illinois vs Maryland,Under 158,-102,200,Pinnacle,196.08,,,196.08,,2062942733,Win
2025-03-14,19:30,55f92e526c515df81f6f4f9a290c6796,Basketball,NCAA,totals,No,Illinois vs Maryland,Under 159.5,-118,300,Pinnacle,254.24,,,254.24,,2062942541,Win
2025-03-14,20:10,dfc48d1713eb691d72b67328716f7ced,Basketball,NBA,spreads,No,Indiana Pacers vs Philadelphia 76ers,Philadelphia 76ers +12.5,-103,500,Pinnacle,485.44,,,485.44,,2062938766,Win
2025-03-14,15:40,41dd0bdbbcd4938f8a143ea775a927dc,Basketball,NCAA,h2h,No,Wisconsin vs UCLA,UCLA,-111,1,Pinnacle,0.9,,,-1.00,,2062827846,Loss
2025-03-14,18:00,85bfb603415ae0018a7bb35a0f4a5313,Basketball,NCAA,totals,No,Toledo vs Akron,Over 166,-107,1,Pinnacle,0.93,,,0.93,,2062827839,Win
2025-03-14,18:00,66421992069a7603ee3d5b53adb15e37,Basketball,NCAA,spreads,No,George Washington vs George Mason,George Mason -2.0,-108,1,Pinnacle,0.93,,,0.93,,2062827833,Win
2025-03-14,19:30,058a5be0450de2ac2909902dafe0e310,Basketball,NCAA,totals,No,Marquette vs St. John's,Under 140.5,-104,1,Pinnacle,0.96,,,-1.00,,2062827825,Loss
2025-03-14,20:00,74db806ed3da440a06aae66a50224b49,Basketball,NCAA,totals,No,BYU vs Houston,Under 135,-111,1,Pinnacle,0.9,,,0.90,,2062827802,Win
2025-03-14,20:00,56af08d94fb463af70363fe5599deab7,Basketball,NCAA,h2h,No,North Carolina vs Duke,North Carolina,271,1,Pinnacle,2.71,,,-1.00,,2062827799,Loss
2025-03-14,22:30,5dde86b40e4633a1669d665d07e7ab6d,Basketball,NCAA,spreads,No,Boise State vs New Mexico,Boise State +1.0,-102,1,Pinnacle,0.98,,,0.98,,2062827791,Win
2025-03-14,22:40,e1979d16367276f88c7c770af9087bfd,Basketball,NBA,spreads,No,Los Angeles Lakers vs Denver Nuggets,Denver Nuggets -14.0,-123,1230,Pinnacle,1000,,,-1230.00,,2063052586,Loss
2025-03-14,20:00,,Basketball,NCAA,spreads,No,LiveNorth Carolina vs Duke,Duke -21.5,101,500,Pinnacle,505,,,-500.00,,2063121687,Loss
2025-03-14,22:45,Unknown,Basketball,NCAA,spreads_h1,Yes,Arizona vs Texas Tech,Arizona -1.5,115,300,Pinnacle,345,,,345.00,,2063136755,Win
2025-03-15,21:40,16f2531aa8ae151a4b8c7c1844162160,Basketball,NBA,totals_q2,Yes,New Orleans Pelicans vs San Antonio Spurs,Under 57.5,112,359,Pinnacle,402.08,,,-359.00,,2063336443,Loss
2025-03-15,22:30,,Basketball,NCAA,spreads,No,LiveAlabama State vs Jackson State,Alabama State +3.5,-127,400,Pinnacle,314.96,,,314.96,,2063603391,Win
2025-03-15,21:40,,Basketball,NBA,h2h_q2,Yes,New Orleans Pelicans vs San Antonio Spurs,San Antonio Spurs,109,300,Pinnacle,327,,,327.00,,2063577158,Win
2025-03-15,21:40,,Basketball,NBA,h2h_q2,Yes,New Orleans Pelicans vs San Antonio Spurs,San Antonio Spurs,109,100,Pinnacle,109,,,109.00,,2063577332,Win
2025-03-15,20:10,,Basketball,NBA,spreads,No,LiveOklahoma City Thunder vs Detroit Pistons,Detroit Pistons +4.5,-105,400,Pinnacle,380.95,,,-400.00,,2063572304,Loss
2025-03-16,19:10,01b048c1857901dd9f688741cc4c13c2,Basketball,NBA,player_points,No,Toronto Raptors vs Portland Trail Blazers,Scottie Barnes Under 19.5 Points,-111,400,Pinnacle,360.36,,,360.36,,2063777524,Win
2025-03-16,20:10,085c54e542467c56637a2e0ccd86d9ee,Basketball,NBA,player_assists,No,Utah Jazz vs Minnesota Timberwolves,Julius Randle Under 5.5 Assists,-105,500,Pinnacle,476.19,,,476.19,,2063773039,Win
2025-03-16,19:10,6a2e8167d9f15bd39be325fad0df92d9,Basketball,NBA,totals,No,Atlanta Hawks vs Brooklyn Nets,Under 228.5,104,700,Pinnacle,728,,,-700.00,,2063770836,Loss
2025-03-16,14:10,9fe3de8d645431ad5b81db617d6ee571,Basketball,NBA,spreads,No,Philadelphia 76ers vs Dallas Mavericks,Dallas Mavericks -7.0,100,400,Pinnacle,400,,,-400.00,,2063770403,Loss
2025-03-16,20:10,fc8d0c4c0e2a57e7ea9c06c5fb35a291,Basketball,NBA,totals_q2,Yes,Charlotte Hornets vs Los Angeles Clippers,Under 53.5,114,359,Pinnacle,409.26,,,409.26,,2063764675,Win
2025-03-16,14:10,9fe3de8d645431ad5b81db617d6ee571,Basketball,NBA,player_points_rebounds_assists,No,Philadelphia 76ers vs Dallas Mavericks,Spencer Dinwiddie Under 22.5 Points+Rebs+Assists,105,599,Pinnacle,628.95,,,-599.00,,2063809516,Loss
2025-03-20,,,Basketball,NBA,player_rebounds,No,Los Angeles Lakers,Shake Milton (LAL) Under 3.5,-137,342,Betonline,,,,-342.00,,854512398-1,Loss
2025-03-20,21:55,,Basketball,NCAA,totals,No,Nebraska Omaha vs St. Johns,Nebraska Omaha/St. Johns under 150½,-107,333,Betonline,,,,311.21,,854506109-1,Win
2025-03-20,,,Basketball,NBA,player_rebounds,No,Charlotte Hornets,Jusuf Nurkic (CHA) Over 5.5,-100,500,Betonline,,,,500.00,,854391526-1,Win
2025-03-20,,,Basketball,NBA,player_points,No,New York Knicks vs Philadelphia 76ers,Josh Hart (NY) Under 12.5 Points,,333,Betonline,,,,,,854316862-1,Loss
2025-03-19,,,Basketball,NBA,player_points,No,POR,Deni Avdija (POR) Over 16.5 Points,-122,500,Betonline,,,,409.84,,854221561-1,Win
2025-03-19,22:10,,,NBA,spreads,No,Denver Nuggets vs Los Angeles Lakers,Denver Nuggets +6,-120,333,Betonline,,,,-333.00,,854205911-1,Loss
2025-03-19,,,Basketball,NBA,player_points_rebounds_assists,No,NOP,Jordan Hawkins (NOP) Under 15.5,,170,Betonline,,,,,,854195520-1,Loss
2025-03-19,22:10,,,NBA,totals,No,Cleveland Cavaliers vs Sacramento Kings,Sacramento Kings team total under 56½ For 1st Half,-115,287.5,Betonline,,,,250.00,,854167994-1,Win
2025-03-19,,,Basketball,NBA,player_rebounds,No,IND,Obi Toppin (IND) Under 4.5,-122,304,Betonline,,,,249.18,,854163691-1,Win
2025-03-19,,,Basketball,NBA,player_threes,No,UTH,Kyle Filipowski (UTH) Under 1.5,,304,Betonline,,,,,,854156876-1,Loss
2025-03-19,,,Basketball,NBA,player_points_rebounds_assists,No,WAS,Alex Sarr (WAS) Under 28.5,,161,Betonline,,,,,,854108696-1,Loss
2025-03-19,12:30,,,Finland,totals,No,SaiPa vs TPS,SaiPa/TPS over 5,-120,333,Betonline,,,,277.50,,854101631-1,Win
2025-03-18,23:00,,Basketball,NCAA,totals,No,CS Northridge vs Stanford,CS Northridge/Stanford over 156,-105,333,Betonline,,,,317.14,,853999334-1,Win
2025-03-17,,,Basketball,NBA,player_points,No,UTH,Brice Sensabaugh (UTH) Over 8.5 Points,-125,187.3,Betonline,,,,149.84,,853675513-1,Win
2025-03-17,,,Basketball,NBA,player_threes,No,UTH,Brice Sensabaugh (UTH) Under 1.5,,213,Betonline,,,,,,853674122-1,Loss
2025-03-17,,,Basketball,NBA,player_rebounds,No,UTH,Walker Kessler (UTH) Under 12.5,-114,284,Betonline,,,,249.12,,853666277-1,Win
2025-03-17,,,Basketball,NBA,player_points_rebounds_assists,No,New York Knicks,Mikal Bridges (NY) Over 25.5,-125,312,Betonline,,,,249.60,,853656097-1,Win
2025-03-17,,,Basketball,NBA,player_rebounds,No,Miami Heat,Bam Adebayo (MIA) Over 9.5,,454,Betonline,,,,,,853653862-1,Loss
2025-03-17,,,Basketball,NBA,player_rebounds,No,WAS,Khris Middleton (WAS) Under 4.5,-127,316,Betonline,,,,248.82,,853607320-1,Win
2025-03-17,11:05,,Tennis,ATP,spreads,No,"McDonald, Mackenzie vs Basilashvili, Nikoloz","McDonald, Mackenzie -1½ For Match",-110,372,Betonline,,,,-372.00,,853546811-1,Cancelled 
2025-03-17,12:30,,Tennis,ATP,spreads,No,"Krueger, Mitchell vs Ugo Carabelli, Camilo","Krueger, Mitchell +1½ For Match",-105,333,Betonline,,,,-333.00,,853546737-1,Loss
2025-03-17,7:30,,,Challenger,spreads,No,"Juarez, Facundo vs Brancaccio, Raul","Brancaccio, Raul -4½ For Match",-115,250,Betonline,,,,-250.00,,853503456-1,Loss
2025-03-20,19:00,,Basketball,NCAA,totals,No,Arkansas vs Kansas,Arkansas/Kansas over 145,-110,333,Betonline,,,,302.73,,853482671-1,Win
2025-03-17,,,Unknown,Unknown,,No,,,-115,105,Betonline,,,,91.30,"Ticket Number:
853708144-1
Accepted Date:
03/17/25 11:27 GMT-4
Graded Date:
03/17/25 11:48 GMT-4
Type: Live
Product:
Live Betting
Amount:
$105.00
To win:
$91.30
Status:
Won

Print Bet Slip",853708144-1,Win
2025-03-16,19:10,,Basketball,NBA,player_points_rebounds_assists,No,Atlanta Hawks vs Brooklyn Nets,Trae Young Under 40.5 Points+Rebs+Assists,-111,665,Pinnacle,599.1,,,-665.00,,2063863843,Loss
2025-03-16,14:10,,Basketball,NBA,player_rebounds,No,Orlando Magic vs Cleveland Cavaliers,Wendell Carter Jr. Under 7.5 Rebounds,109,599,Pinnacle,652.91,,,-599.00,,2063845375,Loss
2025-03-16,20:10,,Basketball,NBA,spreads,No,Charlotte Hornets vs Los Angeles Clippers,Charlotte Hornets +13.0,-100,400,Pinnacle,400,,,-400.00,,2063825355,Loss
2025-03-16,14:10,,Basketball,NBA,player_points,No,Philadelphia 76ers vs Dallas Mavericks,Naji Marshall Under 19.5 Points,-115,600,Pinnacle,521.74,,,-600.00,,2063849916,Loss
2025-03-16,14:10,,Basketball,NBA,totals_q2,Yes,Philadelphia 76ers vs Dallas Mavericks,Under 57.5,100,359,Pinnacle,359,,,-359.00,,2063815921,Loss
2025-03-16,18:10,,"Ticket Number:
853459136-1
Accepted Date:
03/16/25 06:03 GMT-4
Graded Date:
03/16/25 08:31 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$302.73
Status:
Won
Description:
Basketball",NBA,totals,No,Toronto Raptors vs Portland Trail Blazers,under 227,-110,333,Betonline,,,,302.73,"Ticket Number:
853459136-1
Accepted Date:
03/16/25 06:03 GMT-4
Graded Date:
03/16/25 08:31 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$302.73
Status:
Won
Description:
Basketball - NBA - Toronto Raptors vs Portland Trail Blazers - Total | 556 Toronto Raptors/Portland Trail Blazers under 227 -110 For Game | 03/16/2025 | 06:10:00 PM (EST) | Won



Print Bet Slip",853459136-1,Win
2025-03-16,,,Basketball,NBA,player_points_rebounds_assists,No,UTH,Brice Sensabaugh (UTH) Under 17.5,-114,170,Betonline,,,,149.12,"Ticket Number:
853456535-1
Accepted Date:
03/16/25 05:52 GMT-4
Graded Date:
03/16/25 09:40 GMT-4
Type: Future/Prop
Product:
Sportsbook
Amount:
$170.00
To win:
$149.60
Status:
Won
Description:
Brice Sensabaugh (UTH) Under 17.5 Pts + Reb + Ast

Print Bet Slip",853456535-1,Win
2025-03-16,,,Basketball,NBA,player_points_rebounds_assists,No,UTH,Brice Sensabaugh (UTH) Over 16.5,,268,Betonline,,,,,"Ticket Number:
853455457-1
Accepted Date:
03/16/25 05:48 GMT-4
Graded Date:
03/16/25 09:40 GMT-4
Type: Future/Prop
Product:
Sportsbook
Amount:
$268.00
To win:
-
Status:
Lost
Description:
Brice Sensabaugh (UTH) Over 16.5 Pts + Reb + Ast

Print Bet Slip",853455457-1,Loss
2025-03-21,14:00,,Basketball,NCAA,totals,No,Colorado State vs Memphis,over 147,-115,333,Betonline,,,,289.57,"Ticket Number:
854653427-1
Accepted Date:
03/21/25 01:42 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$289.57
Status:
Pending
Description:
Basketball - NCAA - Colorado State vs Memphis - Total | 805 Colorado State/Memphis over 147½ -115 For Game | 03/21/2025 | 02:00:00 PM (EST) | Pending



Print Bet Slip",854653427-1,Win
2025-03-22,14:40,8b182b848c33a27cedf6c0aaffe83d58,Basketball,NCAA,totals,No,Arkansas vs St. Johns,under 144,-105,333,Betonline,,,,317.14,"Ticket Number:
854564245-1
Accepted Date:
03/21/25 01:32 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$317.14
Status:
Pending
Description:
Basketball - NCAA - Arkansas vs St. Johns - Total | 818 Arkansas/St. Johns under 144½ -105 For Game | 03/22/2025 | 02:40:00 PM (EST) | Pending



Print Bet Slip",854564245-1,Win
2025-03-21,19:00,b84bc099cf6f0e32414e444bd29254ec,Basketball,NCAA,totals,No,Liberty vs Oregon,under 140,-110,228,Betonline,,,,207.27,"Ticket Number:
853482792-1
Accepted Date:
03/16/25 08:18 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$228.00
To win:
$207.27
Status:
Pending
Description:
Basketball - NCAA - Liberty vs Oregon - Total | 802 Liberty/Oregon under 140 -110 For Game | 03/21/2025 | 07:00:00 PM (EST) | Pending



Print Bet Slip",853482792-1,Win
2025-03-21,21:40,583bcf24fae3895d582bdab45c51e909,Basketball,NBA,team_totals_h1,Yes,Detroit Pistons vs Dallas Mavericks,Detroit Pistons - Over 61.5,-113,400,Pinnacle,353.98,,,-400.00,,2065019599,Loss
2025-03-21,21:10,a9ad4f4cd23bd912c076487b59f01fad,Basketball,NBA,totals_q1,Yes,Philadelphia 76ers vs San Antonio Spurs,Over 60.5,106,400,Pinnacle,424,,,-400.00,,2064985179,Loss
2025-03-22,23:10,d3f0a7b40bf49f5772782507472c5e35,Basketball,NBA,player_points,No,Milwaukee Bucks vs Sacramento Kings,Kevin Porter Jr. Under 8.5 Points,117,600,Pinnacle,702,,,-600.00,,2065470794,Loss
2025-03-22,21:10,7332ecff132c0766afafdd01c5ad2d02,Basketball,NBA,player_rebounds,No,Washington Wizards vs New York Knicks,Karl-Anthony Towns Over 12.5 Rebounds,122,600,Pinnacle,732,,,-600.00,,2065480921,Loss
2025-03-22,20:45,,Basketball,NCAA,totals,No,LiveGeorge Mason vs Florida State,Under 156.5,-107,600,Pinnacle,560.75,,,560.75,,2065537770,Win
2025-03-22,20:45,,Basketball,NCAA,spreads,No,LiveGeorge Mason vs Florida State,George Mason +12.0,-113,400,Pinnacle,353.98,,,-400.00,,2065537526,Loss
2025-03-22,21:10,,Basketball,NBA,totals,No,LiveWashington Wizards vs New York Knicks,Under 217.5,-105,400,Pinnacle,380.95,,,-400.00,,2065536591,Loss
2025-03-22,23:40,b9c30f60c21bee7b9f52488c851a4e37,Basketball,NBA,player_points_rebounds_assists,No,Chicago Bulls vs Los Angeles Lakers,Josh Giddey Under 34.5 Points+Rebs+Assists,108,400,Pinnacle,432,,,-400.00,,2065533165,Loss
2025-03-22,22:10,d3f0a7b40bf49f5772782507472c5e35,"Ticket Number:
855125100-1
Accepted Date:
03/22/25 09:52 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$302.73
Status:
Pending
Description:
Basketball",NBA,totals,No,Milwaukee Bucks vs Sacramento Kings,over 114,-110,333,Betonline,,,,-333.00,"Ticket Number:
855125100-1
Accepted Date:
03/22/25 09:52 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$302.73
Status:
Pending
Description:
Basketball - NBA - Milwaukee Bucks vs Sacramento Kings - Total | 527 Milwaukee Bucks/Sacramento Kings over 114½ -110 For 1st Half | 03/22/2025 | 10:10:00 PM (EST) | Pending



Print Bet Slip",855125100-1,Loss
2025-03-22,17:10,75ddda15d53676b7c81f9beb7241ecb2,"Ticket Number:
855029273-1
Accepted Date:
03/22/25 04:39 GMT-4
Graded Date:
03/22/25 07:35 GMT-4
Type: Spread
Product:
Sportsbook
Amount:
$333.00
To win:
$302.73
Status:
Won
Description:
Basketball",NBA,spreads,No,Brooklyn Nets vs Indiana Pacers,Brooklyn Nets +13,-110,333,Betonline,,,,302.73,"Ticket Number:
855029273-1
Accepted Date:
03/22/25 04:39 GMT-4
Graded Date:
03/22/25 07:35 GMT-4
Type: Spread
Product:
Sportsbook
Amount:
$333.00
To win:
$302.73
Status:
Won
Description:
Basketball - NBA - Brooklyn Nets vs Indiana Pacers - Spread | 521 Brooklyn Nets +13 -110 For Game | 03/22/2025 | 05:10:00 PM (EST) | Won



Print Bet Slip",855029273-1,Win
2025-03-22,22:40,b9c30f60c21bee7b9f52488c851a4e37,"Ticket Number:
855131988-1
Accepted Date:
03/22/25 10:31 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$302.73
Status:
Pending
Description:
Basketball",NBA,totals,No,Chicago Bulls vs Los Angeles Lakers,under 238,-110,333,Betonline,,,,-333.00,"Ticket Number:
855131988-1
Accepted Date:
03/22/25 10:31 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$302.73
Status:
Pending
Description:
Basketball - NBA - Chicago Bulls vs Los Angeles Lakers - Total | 530 Chicago Bulls/Los Angeles Lakers under 238 -110 For Game | 03/22/2025 | 10:40:00 PM (EST) | Pending



Print Bet Slip",855131988-1,Loss
2025-03-23,12:00,Unknown,Basketball,WNCAA,spreads,No,Tennessee vs Ohio State,Ohio State +1½ +1,105,333,Betonline,,,,-333.00,"Ticket Number:
855143663-1
Accepted Date:
03/22/25 11:37 GMT-4
Type: Spread
Product:
Sportsbook
Amount:
$333.00
To win:
$349.65
Status:
Pending
Description:
Basketball - WNCAA - Tennessee vs Ohio State - Spread | 3084 Ohio State +1½ +105 For Game | 03/23/2025 | 12:00:00 PM (EST) | Pending



Print Bet Slip",855143663-1,Loss
2025-03-23,22:10,5e21e42ec3b97ef29e11b25bb7c2829f,Basketball,NBA,player_rebounds,No,Oklahoma City Thunder vs Los Angeles Clippers,Kawhi Leonard Over 6.5 Rebounds,132,600,Pinnacle,792,,,792.00,,2065655395,Win
2025-03-23,16:40,5de0ba0b83bab484811d2771e65c6b9f,Basketball,NBA,player_rebounds,No,Cleveland Cavaliers vs Utah Jazz,Evan Mobley Over 8.5 Rebounds,-107,643,Pinnacle,600.93,,,600.93,,2065651917,Win
2025-03-23,16:10,067f8561e157513e281e6424b1f041a5,Basketball,NBA,player_assists,No,New Orleans Pelicans vs Detroit Pistons,CJ McCollum Under 3.5 Assists,133,600,Pinnacle,798,,,-600.00,,2065650675,Loss
2025-03-23,16:40,5de0ba0b83bab484811d2771e65c6b9f,Basketball,NBA,player_rebounds,No,Cleveland Cavaliers vs Utah Jazz,Walker Kessler Under 10.5 Rebounds,140,600,Pinnacle,840,,,-600.00,,2065648183,Loss
2025-03-23,19:10,1d97c65586a1e5bb9e38d6a1d817382d,Basketball,NBA,player_rebounds,No,San Antonio Spurs vs Toronto Raptors,Devin Vassell Over 4.5 Rebounds,-114,685,Pinnacle,600.88,,,600.88,,2065647298,Win
2025-03-23,20:10,2e6bac18dfa5f420e7ea8df3fbb4ad51,Basketball,NBA,player_points_rebounds_assists,No,Denver Nuggets vs Houston Rockets,Alperen Sengun Under 35.5 Points+Rebs+Assists,-106,400,Pinnacle,377.36,,,-400.00,,2065645540,Loss
2025-03-23,20:10,2e6bac18dfa5f420e7ea8df3fbb4ad51,Basketball,NBA,spreads,No,Denver Nuggets vs Houston Rockets,Houston Rockets -8.0,105,450,Pinnacle,472.5,,,-450.00,,2065870134,Loss
2025-03-23,18:15,,Basketball,NCAA,spreads,No,LiveIllinois vs Kentucky,Illinois +7.5,-103,400,Pinnacle,388.35,,,-400.00,,2065872090,Loss
2025-03-24,20:10,de8f8130c02424ceedda00c0bcd314c2,Basketball,NBA,player_assists,No,Minnesota Timberwolves vs Indiana Pacers,Tyrese Haliburton Over 9.5 Assists,-107,400,Pinnacle,373.83,,,373.83,,2066056089,Win
2025-03-24,21:10,1c812f267fdcfdcc3ffe84d6a3d9df61,Basketball,NBA,player_assists,No,Philadelphia 76ers vs New Orleans Pelicans,Jared Butler Under 6.5 Assists,-104,400,Pinnacle,384.62,,,384.62,,2066055602,Win
2025-03-24,20:10,de8f8130c02424ceedda00c0bcd314c2,Basketball,NBA,h2h_q2,Yes,Minnesota Timberwolves vs Indiana Pacers,Indiana Pacers,-103,300,Pinnacle,291.26,,,291.26,,2066050967,Win
2025-03-24,23:10,402cf3aa521da85914e952cdc2c6f8b4,Basketball,NBA,team_totals,No,Boston Celtics vs Sacramento Kings,Boston Celtics - Over 113.5,-102,400,Pinnacle,392.16,,,-400.00,,2066049952,Loss
2025-03-24,23:10,402cf3aa521da85914e952cdc2c6f8b4,Basketball,NBA,player_assists,No,Boston Celtics vs Sacramento Kings,Jayson Tatum Under 6.5 Assists,-131,400,Pinnacle,305.34,,,-400.00,,2066085247,Loss
